宠物ID,名称(自动),元素(自动),品质(自动),定位(自动),标签(自动),商品类型,商店状态,解锁日,池档,默认价,价格覆盖,夜市权重,元素店权重,定位店权重,品质店权重,奖励权重,商店池(自动),奖励池(自动),出现条件,备注
pal_283,芙蕾小兽,冰,黄金,控制,冰、控制、雷、龙、召唤,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_风系牵制",reward_pT1,,来源对象 bz_van_283；主附魔 Icy；真实来源地点数 2
pal_284,芙蕾大兽,冰,白银,控制,冰、控制、火、雷、输出,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_风系牵制",reward_pT1,,来源对象 bz_van_284；主附魔 Icy；真实来源地点数 2
pal_285,芙蕾中兽,冰,黄金,控制,冰、控制、草、水,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_风系牵制",reward_pT1,,来源对象 bz_van_285；主附魔 Icy；真实来源地点数 2
pal_286,赫夫小兽,火,黄金,经济,火、经济、草、水、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, tier_pT2",reward_pT1,,来源对象 bz_van_286；主附魔 Fiery；真实来源地点数 2
pal_287,赫夫中兽,火,黄金,经济,火、经济、无、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, tier_pT2",reward_pT1,,来源对象 bz_van_287；主附魔 Fiery；真实来源地点数 2
pal_288,赫夫大兽,火,白银,经济,火、经济、水、龙、治疗,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, tier_pT2",reward_pT1,,来源对象 bz_van_288；主附魔 Fiery；真实来源地点数 2
pal_289,夜爵大兽,草,白银,控制,草、控制、水、地、坦克,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_火系压制",reward_pT1,,来源对象 bz_van_289；主附魔 Toxic；真实来源地点数 2
pal_290,夜爵小兽,草,黄金,控制,草、控制、水、地、坦克,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_火系压制",reward_pT1,,来源对象 bz_van_290；主附魔 Toxic；真实来源地点数 2
pal_291,夜爵中兽,草,黄金,控制,草、控制、雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_火系压制",reward_pT1,,来源对象 bz_van_291；主附魔 Toxic；真实来源地点数 2
pal_292,瑟菲小兽,雷,黄金,经济,雷、经济、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_治疗",reward_pT1,,来源对象 bz_van_292；主附魔 Golden；真实来源地点数 2
pal_293,瑟菲大兽,地,白银,经济,地、经济、水、控制,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_治疗, role_经济",reward_pT1,,来源对象 bz_van_293；主附魔 Golden；真实来源地点数 2
pal_294,瑟菲中兽,无,黄金,经济,无、经济、水、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_治疗",reward_pT1,,来源对象 bz_van_294；主附魔 Golden；真实来源地点数 2
pal_295,凯夫中兽,地,青铜,坦克,地、坦克、水、龙、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, tier_pT3",reward_pT1,,来源对象 bz_van_295；主附魔 Shielded；真实来源地点数 2
pal_296,凯夫小兽,地,青铜,坦克,地、坦克、雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, tier_pT3",reward_pT1,,来源对象 bz_van_296；主附魔 Shielded；真实来源地点数 2
pal_297,加瑟中兽,火,白银,输出,火、输出、冰、控制,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_297；主附魔 Heavy；真实来源地点数 2
pal_298,加瑟大兽,草,白银,经济,草、经济、雷、输出,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_298；主附魔 Golden；真实来源地点数 2
pal_299,加瑟小兽,雷,白银,输出,雷、输出、暗,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_299；主附魔 Shiny；真实来源地点数 2
pal_300,古董大兽,雷,白银,输出,雷、输出、水,宠物,启用,5,pT2,4,4,85,100,100,100,50,"elem_冰, role_经济",reward_pT1,,来源对象 bz_van_300；主附魔 Shiny；真实来源地点数 2
pal_301,古董中兽,无,白银,输出,无、输出、水、龙、控制,宠物,启用,5,pT2,4,4,85,100,100,100,50,"elem_冰, role_经济",reward_pT1,,来源对象 bz_van_301；主附魔 Shiny；真实来源地点数 2
pal_302,古董小兽,龙,白银,输出,龙、输出、草、水、控制,宠物,启用,5,pT2,4,4,85,100,100,100,50,"elem_冰, role_经济",reward_pT1,,来源对象 bz_van_302；主附魔 Heavy；真实来源地点数 2
pal_303,吉娜小兽,水,青铜,输出,水、输出、草,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_冰",reward_pT1,,来源对象 bz_van_303；主附魔 Heavy；真实来源地点数 2
pal_304,吉娜大兽,无,白银,输出,无、输出、龙,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_冰, role_经济",reward_pT1,,来源对象 bz_van_304；主附魔 Heavy；真实来源地点数 2
pal_305,吉娜中兽,无,青铜,输出,无、输出、水、地、治疗,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_冰",reward_pT1,,来源对象 bz_van_305；主附魔 Heavy；真实来源地点数 2
pal_306,塔季中兽,龙,白银,输出,龙、输出、火,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_306；主附魔 Heavy；真实来源地点数 2
pal_307,塔季大兽,无,白银,经济,无、经济、火、水、控制,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_307；主附魔 Golden；真实来源地点数 2
pal_308,塔季小兽,水,白银,输出,水、输出、雷、机动,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_重甲抗压",reward_pT1,,来源对象 bz_van_308；主附魔 Shiny；真实来源地点数 2
pal_309,奥利中兽,无,青铜,输出,无、输出、水、龙、召唤,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_远点压制",reward_pT1,,来源对象 bz_van_309；主附魔 Shiny；真实来源地点数 2
pal_310,奥利小兽,水,青铜,输出,水、输出、地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_远点压制",reward_pT1,,来源对象 bz_van_310；主附魔 Shiny；真实来源地点数 2
pal_311,安德大兽,暗,白银,输出,暗、输出、火、龙、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_火, role_经济",reward_pT1,,来源对象 bz_van_311；主附魔 Heavy；真实来源地点数 2
pal_312,安德小兽,草,青铜,输出,草、输出、雷、地、召唤,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_火, elem_草",reward_pT1,,来源对象 bz_van_312；主附魔 Shiny；真实来源地点数 2
pal_313,安德中兽,龙,青铜,输出,龙、输出、水、雷、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_火, elem_草",reward_pT1,,来源对象 bz_van_313；主附魔 Heavy；真实来源地点数 2
pal_314,寇特大兽,龙,白银,输出,龙、输出、雷、机动,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_机动",reward_pT2,,来源对象 bz_van_314；主附魔 Shiny；真实来源地点数 2
pal_315,寇特小兽,暗,青铜,输出,暗、输出、火、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动",reward_pT2,,来源对象 bz_van_315；主附魔 Heavy；真实来源地点数 2
pal_316,寇特中兽,火,青铜,输出,火、输出、水、龙、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动",reward_pT2,,来源对象 bz_van_316；主附魔 Shiny；真实来源地点数 2
pal_317,库里中兽,龙,青铜,输出,龙、输出、火、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,elem_草,reward_pT2,,来源对象 bz_van_317；主附魔 Shiny；真实来源地点数 1
pal_318,库里小兽,无,青铜,输出,无、输出、龙,宠物,启用,1,pT1,2,2,100,100,100,100,60,elem_草,reward_pT2,,来源对象 bz_van_318；主附魔 Heavy；真实来源地点数 1
pal_319,库里大兽,水,白银,输出,水、输出、雷,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_草, role_经济",reward_pT2,,来源对象 bz_van_319；主附魔 Shiny；真实来源地点数 2
pal_320,戈迪小兽,草,白银,经济,草、经济、水、雷、机动,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_坦克, role_经济",reward_pT2,,来源对象 bz_van_320；主附魔 Golden；真实来源地点数 2
pal_321,戈迪中兽,龙,白银,经济,龙、经济、水、机动,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_坦克, role_经济",reward_pT2,,来源对象 bz_van_321；主附魔 Golden；真实来源地点数 2
pal_322,戈迪大兽,龙,白银,经济,龙、经济、冰、输出,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_坦克, role_经济",reward_pT2,,来源对象 bz_van_322；主附魔 Golden；真实来源地点数 2
pal_323,托克大兽,水,白银,输出,水、输出、火,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, special_merchant",reward_pT2,,来源对象 bz_van_323；主附魔 Shiny；真实来源地点数 2
pal_324,托克中兽,地,白银,输出,地、输出、水、控制,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, special_merchant",reward_pT2,,来源对象 bz_van_324；主附魔 Shiny；真实来源地点数 2
pal_325,托克小兽,水,青铜,输出,水、输出、雷,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, special_merchant",reward_pT2,,来源对象 bz_van_325；主附魔 Heavy；真实来源地点数 2
pal_326,谢尔小兽,草,青铜,输出,草、输出、雷、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_抗压承伤",reward_pT2,,来源对象 bz_van_326；主附魔 Shiny；真实来源地点数 2
pal_327,谢尔中兽,暗,白银,输出,暗、输出、雷,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, role_抗压承伤",reward_pT2,,来源对象 bz_van_327；主附魔 Shiny；真实来源地点数 2
pal_328,谢尔大兽,龙,白银,经济,龙、经济、火、水、控制,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, role_抗压承伤",reward_pT2,,来源对象 bz_van_328；主附魔 Golden；真实来源地点数 2
pal_329,杰杰大兽,火,白银,输出,火、输出、草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_雷, role_经济",reward_pT2,,来源对象 bz_van_329；主附魔 Heavy；真实来源地点数 2
pal_330,杰杰中兽,地,青铜,输出,地、输出、雷、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_雷",reward_pT2,,来源对象 bz_van_330；主附魔 Shiny；真实来源地点数 2
pal_331,橡君大兽,草,白银,输出,草、输出、水、雷、机动,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_机动压制",reward_pT2,,来源对象 bz_van_331；主附魔 Heavy；真实来源地点数 2
pal_332,橡君小兽,龙,青铜,输出,龙、输出、水、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动压制",reward_pT2,,来源对象 bz_van_332；主附魔 Shiny；真实来源地点数 2
pal_333,橡君中兽,水,青铜,输出,水、输出、火、冰、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动压制",reward_pT2,,来源对象 bz_van_333；主附魔 Shiny；真实来源地点数 2
pal_334,波尔小兽,水,黄金,经济,水、经济、龙、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_风系铺场",reward_pT2,,来源对象 bz_van_334；主附魔 Golden；真实来源地点数 2
pal_335,波尔大兽,水,白银,输出,水、输出、雷、召唤,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, role_风系铺场",reward_pT2,,来源对象 bz_van_335；主附魔 Heavy；真实来源地点数 2
pal_336,波尔中兽,龙,黄金,经济,龙、经济、水、雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_风系铺场",reward_pT2,,来源对象 bz_van_336；主附魔 Golden；真实来源地点数 2
pal_337,试家大兽,冰,白银,输出,冰、输出、暗、机动,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_抗压承伤",reward_pT2,,来源对象 bz_van_337；主附魔 Heavy；真实来源地点数 2
pal_338,试家中兽,无,白银,输出,无、输出、冰、控制,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_抗压承伤",reward_pT2,,来源对象 bz_van_338；主附魔 Heavy；真实来源地点数 2
pal_339,试家小兽,草,白银,输出,草、输出、火,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_抗压承伤",reward_pT2,,来源对象 bz_van_339；主附魔 Shiny；真实来源地点数 2
pal_340,爱拉中兽,龙,青铜,输出,龙、输出、雷、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"night_base, elem_草",reward_pT2,,来源对象 bz_van_340；主附魔 Heavy；真实来源地点数 2
pal_341,爱拉大兽,冰,白银,输出,冰、输出、雷、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"night_base, role_经济",reward_pT2,,来源对象 bz_van_341；主附魔 Heavy；真实来源地点数 2
pal_342,爱拉小兽,冰,青铜,输出,冰、输出、龙、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"night_base, elem_草",reward_pT2,,来源对象 bz_van_342；主附魔 Heavy；真实来源地点数 2
pal_343,瓦尔大兽,地,白银,输出,地、输出、草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_暗, role_经济",reward_pT2,,来源对象 bz_van_343；主附魔 Shiny；真实来源地点数 2
pal_344,瓦尔小兽,火,青铜,输出,火、输出、雷、龙,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_暗",reward_pT2,,来源对象 bz_van_344；主附魔 Heavy；真实来源地点数 2
pal_345,瓦尔中兽,火,青铜,输出,火、输出、雷、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_暗",reward_pT2,,来源对象 bz_van_345；主附魔 Shiny；真实来源地点数 2
pal_346,米兹中兽,水,青铜,输出,水、输出、龙、经济,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_地",reward_pT2,,来源对象 bz_van_346；主附魔 Shiny；真实来源地点数 2
pal_347,米兹大兽,地,白银,输出,地、输出、水、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_地, role_经济",reward_pT2,,来源对象 bz_van_347；主附魔 Shiny；真实来源地点数 2
pal_348,米兹小兽,地,青铜,输出,地、输出、火、雷,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_地",reward_pT2,,来源对象 bz_van_348；主附魔 Shiny；真实来源地点数 2
pal_349,米透小兽,无,青铜,输出,无、输出、雷、地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, elem_无",reward_pT2,,来源对象 bz_van_349；主附魔 Shiny；真实来源地点数 2
pal_350,米透大兽,无,白银,输出,无、输出、水、龙、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_无, role_经济",reward_pT2,,来源对象 bz_van_350；主附魔 Heavy；真实来源地点数 2
pal_351,米透中兽,水,白银,输出,水、输出、火、雷,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_无, role_经济",reward_pT2,,来源对象 bz_van_351；主附魔 Shiny；真实来源地点数 2
pal_352,自瞄大兽,水,白银,输出,水、输出、龙、召唤,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, tier_pT1",reward_pT2,,来源对象 bz_van_352；主附魔 Shiny；真实来源地点数 2
pal_353,自瞄中兽,地,白银,输出,地、输出、水、机动,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, tier_pT1",reward_pT3,,来源对象 bz_van_353；主附魔 Shiny；真实来源地点数 2
pal_354,自瞄小兽,水,白银,输出,水、输出、雷,宠物,启用,5,pT2,4,4,85,100,100,100,50,"role_经济, tier_pT1",reward_pT3,,来源对象 bz_van_354；主附魔 Heavy；真实来源地点数 2
pal_355,葵仙中兽,无,青铜,输出,无、输出、草、龙、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动压制",reward_pT3,,来源对象 bz_van_355；主附魔 Heavy；真实来源地点数 2
pal_356,葵仙小兽,龙,青铜,输出,龙、输出、火、雷,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_机动压制",reward_pT3,,来源对象 bz_van_356；主附魔 Shiny；真实来源地点数 2
pal_357,葵仙大兽,水,白银,输出,水、输出、雷,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, role_机动压制",reward_pT3,,来源对象 bz_van_357；主附魔 Heavy；真实来源地点数 2
pal_358,西尔小兽,暗,青铜,输出,暗、输出、水,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_经济",reward_pT3,,来源对象 bz_van_358；主附魔 Heavy；真实来源地点数 2
pal_359,西尔大兽,草,白银,输出,草、输出、水、雷、坦克,宠物,启用,6,pT2,4,4,85,100,100,100,50,role_经济,reward_pT3,,来源对象 bz_van_359；主附魔 Shiny；真实来源地点数 1
pal_360,西尔中兽,暗,青铜,输出,暗、输出、水、雷、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_经济",reward_pT3,,来源对象 bz_van_360；主附魔 Heavy；真实来源地点数 2
pal_361,诺提中兽,草,青铜,输出,草、输出、火、水、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_输出",reward_pT3,,来源对象 bz_van_361；主附魔 Shiny；真实来源地点数 2
pal_362,诺提小兽,火,青铜,输出,火、输出、地、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_草, role_输出",reward_pT3,,来源对象 bz_van_362；主附魔 Heavy；真实来源地点数 2
pal_363,诺提大兽,草,白银,输出,草、输出、雷,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_输出, role_经济",reward_pT3,,来源对象 bz_van_363；主附魔 Shiny；真实来源地点数 2
pal_364,路克小兽,暗,黄金,经济,暗、经济、火、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_控制",reward_pT3,,来源对象 bz_van_364；主附魔 Golden；真实来源地点数 2
pal_365,路克中兽,草,黄金,经济,草、经济、水、雷、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_控制",reward_pT3,,来源对象 bz_van_365；主附魔 Golden；真实来源地点数 2
pal_366,路克大兽,水,黄金,经济,水、经济、火、冰、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_控制",reward_pT3,,来源对象 bz_van_366；主附魔 Golden；真实来源地点数 2
pal_367,针羽大兽,火,白银,输出,火、输出、草,宠物,启用,6,pT2,4,4,85,100,100,100,50,"elem_草, role_经济",reward_pT3,,来源对象 bz_van_367；主附魔 Heavy；真实来源地点数 2
pal_368,针羽小兽,冰,白银,输出,冰、输出、雷、控制,宠物,启用,6,pT2,4,4,85,100,100,100,50,"elem_草, role_经济",reward_pT3,,来源对象 bz_van_368；主附魔 Shiny；真实来源地点数 2
pal_369,针羽中兽,无,白银,输出,无、输出、冰、水、控制,宠物,启用,6,pT2,4,4,85,100,100,100,50,"elem_草, role_经济",reward_pT4,,来源对象 bz_van_369；主附魔 Heavy；真实来源地点数 2
